,Artist,Track,ID,energy,acousticness,valence,danceability,tempo
244,Depeche Mode,Strangelove,6MHOg9xiYC2gj8zcASaLUo,0.96,0.0441,0.888,0.565,118.999
245,Depeche Mode,The Love Thieves,418uEYwiMD2GeWyRMtZpC0,0.562,0.659,0.633,0.704,97.018
246,Echo & the Bunnymen,Over the Wall,1hQ5YuTPXIho0kZGsFXpFC,0.875,0.000264,0.63,0.498,133.089
247,Horsebeach,Dull,0Jj0NmdJ7topFLwHAx7X4y,0.772,0.129,0.604,0.511,142.952
248,Joy Division,Twenty Four Hours,36HznXQNGoen7dwq4Vv6nP,0.879,0.0066,0.647,0.363,131.73
249,Joy Division,Twenty Four Hours - 2007 Remaster,36HznXQNGoen7dwq4Vv6nP,0.879,0.0066,0.647,0.363,131.73
250,Linkin Park,Lying from You,3BmjRmFTESgWZLPSVGp8aG,0.951,0.00777,0.723,0.535,160.102
251,Men I Trust,Pierre,6rpgkVBjx8c7WURyY3xHWm,0.265,0.943,0.337,0.587,142.347
252,Oasis,Whatever,5OWsea313ovaQoXvsgWq79,0.902,0.0421,0.306,0.252,91.474
253,Peach Pit,Peach Pit,0ZK8TGOsngrstVPsnrHbK1,0.804,0.00322,0.298,0.515,123.969
254,Placebo,Hang on to Your IQ,3jSdWMRTl0WNEkRjkWlRwq,0.884,0.000917,0.742,0.489,81.371
255,Poets of the Fall,Shallow,2Y4OxR3bgSPXDNrdHu13We,0.675,0.0192,0.717,0.585,108.003
256,Radiohead,Fake Plastic Trees,73CKjW3vsUXRpy3NnX4H7F,0.229,0.167,0.135,0.463,73.543
257,Radiohead,High and Dry,2a1iMaoWQ5MnvLFBDv4qkf,0.383,0.0724,0.35,0.419,87.568
258,Radiohead,No Surprises,10nyNJ6zNy2YVYLrcwLccB,0.393,0.0577,0.118,0.255,76.426
259,Slowdive,40 Days,3jQBAyQVJSl9fc6l4tsWWP,0.846,0.133,0.256,0.11,184.969
260,Stereophonics,Maybe Tomorrow,6SXy02aTZU3ysoGUixYCz0,0.653,0.217,0.571,0.495,80.897
261,Styx,Castle Walls,0aNR6X577yLyosQc7OMjR8,0.269,0.253,0.174,0.287,126.663
262,Talking Heads,Drugs,0OnQj8a27DzuNnTXSgOtq6,0.382,0.19,0.312,0.58,94.372
263,Talking Heads,Houses in Motion,2hDMI3I7WGgHmP4EGAk7la,0.763,0.677,0.963,0.744,101.838
264,Talking Heads,Life During Wartime,7CqleiaEqHVazV19P532X9,0.93,0.0806,0.967,0.801,133.255
265,Tash Sultana,Jungle,3SkKLZFgKIY0DKX5Vro5jV,0.697,0.269,0.497,0.59,146.059
266,The Beatles,I'm Only Sleeping,,,,,,
267,The Cure,In Your House,3dL59uQpvGwgWmjg25diO9,0.366,0.276,0.979,0.888,104.731
268,The Cure,Pictures of You,1tuwC1Ob5vnYZhvg3zyzJg,0.776,0.00371,0.495,0.484,171.935
269,The Jesus and Mary Chain,Happy When It Rains,325ipyWkzIGakH2DJgDlOT,0.84,0.000564,0.732,0.499,125.319
270,The Velvet Underground,Sweet Jane,3cw3Z7mS55gd3NUjh4k0bL,0.637,0.015,0.936,0.619,105.205
271,Acid Ghost,Idaho,17l7Etg18fz7ESsTe92kWF,0.458,0.759,0.368,0.646,74.58
272,Blondie,The Tide is High (radio edit),,,,,,
273,Cocteau Twins,Musette and Drums,6ZQs32DQEou9ABQy02awdX,0.95,3.73e-05,0.0444,0.341,101.742
274,David Bowie,Sound and Vision - 2017 Remaster,1vP2JEXRsGrFbwOZ0foOQ5,0.804,0.0328,0.759,0.667,105.797
275,Depeche Mode,Personal Jesus,1xShPgQbOUa98avWJQFDBY,0.682,0.0112,0.714,0.637,129.983
276,Depeche Mode,Sacred,4nxF8uu1grcbSDNo8pwtEm,0.805,0.294,0.685,0.667,120.917
277,Dire Straits,Walk of Life,423o3ZHIaBtGXyhF1uH41a,0.936,0.435,0.804,0.461,172.404
278,Doja Cat,Rules,1TMWcbxL5YF8rKsFHv5hAP,0.724,0.171,0.697,0.664,144.052
279,Easy Life,Nightmares,2hCOLHDVQhnu0qpLFV4ynj,0.656,0.187,0.667,0.663,88.973
280,FrÃ©dÃ©ric Chopin,Nocturnes,,,,,,
281,FrÃ©dÃ©ric Chopin,Nocturnes,,,,,,
282,Horsebeach,Dana,30nLIbUBJQHycxHYG23hyN,0.472,0.767,0.624,0.673,93.073
283,INXS,Need You Tonight,5eU8qMd0TpaLqTGDZJaLDs,0.723,0.0713,0.883,0.801,109.03
284,Joy Division,Day of the Lords,33yz4pZitBJaa7eXSW5Dxs,0.599,1.9e-05,0.113,0.317,124.492
285,Linkin Park,Valentine's Day,2vfshZvISOKy2Je7wQBWOV,0.66,0.0252,0.412,0.654,108.039
286,Lou Reed,Perfect Day,4TOMI010Sd4ZAX4aZ5TS85,0.267,0.744,0.0872,0.4,144.799
287,Nine Inch Nails,Every Day Is Exactly the Same,0ypg59NyOVCpWVzd0SUsT5,0.941,0.0217,0.414,0.607,144.04
288,Pixies,Here Comes Your Man,4IvZLDtwBHmBmwgDIUbuwa,0.795,0.00772,0.882,0.669,124.594
289,Porcupine Tree,Blackest Eyes,2WObDBPZ4UZ8yBBf1R41QL,0.845,0.00138,0.137,0.498,95.175
290,Slowdive,I Saw the Sun,,,,,,
291,Sufjan Stevens,Fourth of July,4K3RZJ8sWPbv0IedcnEfw6,0.104,0.973,0.156,0.441,120.266
292,Talking Heads,Heaven,0Q2b6AxWV5tD117XktdQxl,0.357,0.849,0.148,0.612,107.129
293,Talking Heads,Tentative Decisions,4PJH0ivQdJw5MNMtg4uztn,0.54,0.0606,0.905,0.748,120.004
294,The Cure,A Strange Day,7GRcTA76jA5ptef1cqYAdb,0.964,0.000109,0.564,0.603,112.798
295,The Cure,Untitled,3KwSkeKjuTRSwcN5cGp2ym,0.689,0.571,0.182,0.665,95.048
296,The Smiths,Barbarism Begins at Home - 2011 Remaster,35WDTZhAwkoBF65jGTzF2O,0.793,0.0277,0.91,0.533,127.397
297,The Smiths,Never Had No One Ever - 2011 Remaster,2VyOpoblI3AHO6R8dr87Ia,0.535,0.0679,0.336,0.27,194.625
298,Weyes Blood,A Lot's Gonna Change,5qspeKX1xBacLJMm2t3Yc0,0.342,0.635,0.0997,0.222,140.057
299,Acid Ghost,I Don't Need You,7IWdKDoQ3QNaF790h3skyc,0.816,0.016,0.262,0.473,155.956
300,Cocteau Twins,When Mama Was Moth,51zLiDo0u9xsbVXvUxBf7n,0.502,0.000112,0.0477,0.17,115.925
301,Coldplay,Speed of Sound,7clUVcSOtkNWa58Gw5RfD4,0.898,0.00488,0.353,0.514,123.067
302,Echo & the Bunnymen,Clay,6nSmaZlqlwJjgCtJbsVdhE,0.901,0.11,0.438,0.307,156.96
303,Echo & the Bunnymen,Porcupine,2Fb4L9ynq0ywvpyALxbxbU,0.762,0.00177,0.394,0.473,121.537
304,Echo & the Bunnymen,The Disease,3xz9fLCEwHJpWJdiwfy2wz,0.421,0.769,0.401,0.492,118.483
305,Franz Ferdinand,Evil Eye,6NlE71TbUglmKQVLhE1H8R,0.815,0.0148,0.819,0.702,110.968
306,Franz Ferdinand,Love Illumination,06Qha323s06okpZ4LmMX7P,0.864,0.0978,0.85,0.53,153.314
307,Franz Ferdinand,No You Girls,37CBHPCzV1rizPrxRUyR72,0.909,0.00915,0.899,0.679,104.781
308,Halsey,Strange Love,6zQq3TrWnilO8SR1fgvTeD,0.849,0.00212,0.599,0.605,89.993
309,Horsebeach,alone,1c7A0uQ4oy7IR2VVcMX1j9,0.619,0.000124,0.615,0.514,99.919
310,Horsebeach,Broken Light,61q95S1jFPa357luzPFJzE,0.588,0.0129,0.371,0.538,110.024
311,Joy Division,I Remember Nothing,2DupCOA5GmL7xqhbGBYWiS,0.421,0.0548,0.302,0.398,144.708
312,Kingston Wall,Time,7eGJgvdrTtu3IPadB7jvWM,0.572,4.92e-05,0.507,0.489,80.285
313,Linkin Park,Papercut,1Vej0qeQ3ioKwpI6FUbRv1,0.939,0.00022,0.661,0.524,150.184
314,Maroon 5,This Love,6ECp64rv50XVz93WvxXMGF,0.862,0.0525,0.809,0.712,95.051
315,Nelly Furtado,Say It Right,5AtFypwxB2ShXSxNj12dEd,0.869,0.0409,0.834,0.871,116.95
316,Nick Drake,Day Is Done,66790TBuwlIrGxWWTVc6yl,0.298,0.603,0.457,0.487,124.332
317,Nine Inch Nails,Right Where It Belongs V.2,,,,,,
318,Pixies,La La Love You,0MmPMrHMVmxEzsJMPd3yTh,0.615,0.356,0.826,0.597,125.031
319,Portishead,Wandering Star,7h14W1uQK7sjpVI1oVTobt,0.37,0.504,0.707,0.639,80.152
320,Queen,Another One Bites the Dust,57JVGBtBLCfHw2muk5416J,0.528,0.112,0.756,0.933,109.975
321,Radiohead,Reckoner,02ppMPbg1OtEdHgoPqoqju,0.656,0.511,0.214,0.523,104.271
322,Rage Against the Machine,Bombtrack,2rBHnIxbhkMGLpqmsNX91M,0.926,0.0239,0.569,0.459,151.534
323,Slowdive,Avalyn I,7eA6LDdLF7Tnw8cBDxSu0Y,0.455,0.0698,0.0496,0.0808,81.392
324,Soundgarden,Fell on Black Days,1wlKw9NAWVWpx7OIAyg9EA,0.739,0.00152,0.514,0.574,101.069
325,Soundgarden,The Day I Tried to Live,78YJJJH55MSyk7547100sW,0.752,0.000164,0.305,0.472,133.248
326,Still Corners,Black Lagoon,0wA37T62tYBAWl5lKIcOxm,0.764,0.0183,0.079,0.61,133.032
327,Styx,Suite Madam Blue,1gufwupdoA0lqEgg66JUPD,0.438,0.0769,0.215,0.189,158.146
328,Talk Talk,Have You Heard the News - 1997 Remaster,06HjuPU7sr8NF2jSqqq5DG,0.76,0.0532,0.64,0.584,105.863
329,Talk Talk,I Don't Believe in You - 1997 Remaster,2PeyQvyaViallofbtwS4PL,0.425,0.08,0.377,0.663,85.924
330,Talk Talk,Renee - 1997 Remaster,5UUk3itO5nvah4Ngd9CW5X,0.219,0.174,0.233,0.611,86.471
331,Talking Heads,Happy Day,7ep7F087jSsCVNaeDyT1HB,0.554,0.367,0.762,0.751,112.635
332,Talking Heads,Mind,03HUTPHpK8CJkBlIXTNvVL,0.88,0.271,0.976,0.75,127.981
333,Talking Heads,Moon Rocks,1jDit1o3MxkQxFDVNdYX9v,0.656,0.0572,0.947,0.867,123.654
334,Talking Heads,Paper,3kfsFQhrPxNKmZLgm26u0U,0.713,0.0327,0.68,0.428,117.756
335,Talking Heads,Sugar on My Tongue - 2005 Remaster,1w3IeWPxVHuw0gyXcGV2pN,0.802,0.118,0.926,0.609,127.672
336,The Beatles,Polythene Pam,1FTCA6wQwulQFokDddKE68,0.939,0.00472,0.499,0.474,166.829
337,The Beatles,She Came in Through the Bathroom Window,2jtUGFsqanQ82zqDlhiKIp,0.72,0.00376,0.69,0.53,80.652
338,The Beatles,With a Little Help from My Friends,2RnPATK99oGOZygnD2GTO6,0.515,0.365,0.803,0.705,112.035
339,The Growlers,Big Toe,3h86qHJ0OhMgVhm0GnJHiw,0.77,0.0107,0.693,0.513,132.115
340,The Growlers,Good Advice,4XXcAKZbyldNgIMh2sQXOZ,0.823,1.17e-05,0.627,0.448,137.02
341,The Jesus and Mary Chain,Darklands,7r1i1TZUGZQDxR5QHX4Mmx,0.777,0.00294,0.487,0.57,107.982
342,The Lonely Biscuits,San Francisco,04zvSxcRRhSP3VK0PwgHbe,0.552,0.0191,0.484,0.566,100.987
343,The Psychedelic Furs,All Of This And Nothing,4VfCtS5stiDTPjI7RYEKQC,0.716,0.000361,0.796,0.454,119.843
344,The Smiths,Meat Is Murder - 2011 Remaster,1vAvRteHbPcnq7fTTROnNB,0.545,0.0376,0.389,0.408,160.775
345,The Velvet Underground,Rock & Roll,1o6DclZHw0HomxXEQR1ijX,0.735,0.00401,0.742,0.494,132.526
346,Two People,Fading (album mix),,,,,,
347,Two People,If We Have Time (rework),,,,,,
348,Wire,Practice Makes Perfect,2vYcX70M5Vx8YMohXFwshw,0.577,0.781,0.092,0.549,105.917
349,Wire,Reuters,0T3uPDgL6iErias0LLfJIE,0.618,0.16,0.129,0.531,111.83
350,Audioslave,Be Yourself,3zwmW1gM4E8FlHXV5nE16u,0.845,0.143,0.317,0.423,116.602
351,Billie Eilish,bellyache,51NFxnQvaosfDDutk0tams,0.573,0.46,0.408,0.695,99.939
352,Blondie,Rapture,6F2vo4sxRNQ58VYe3pdiaL,0.704,0.113,0.96,0.724,107.486
353,Breaking Benjamin,Give Me A Sign,6BWrIaoodtt7EX6kToWZw0,0.85,0.00034,0.4,0.196,156.725
354,Britney Spears,Circus,7jk7gqyEonmVVYahZN5zhW,0.733,0.147,0.761,0.791,114.98
355,Clean Bandit,Solo (feat. Demi Lovato),6kPJZM97LwdG9QIsT7khp6,0.636,0.0441,0.565,0.737,105.005
356,Cocteau Twins,In Our Angelhood,4MaTOuX0QlD6Tla2ig7X80,0.962,3.89e-06,0.0333,0.311,151.142
357,Creedence Clearwater Revival,Have You Ever Seen the Rain,5DnT9a5IM3eMjKgXTWVJvi,0.47,0.0936,0.89,0.743,116.122
358,Culture Club,Karma Chameleon (Original Version),,,,,,
359,Depeche Mode,Freestate,4vlCqX4VDy8VkxfrkL23K1,0.767,0.701,0.46,0.62,95.036
360,Depeche Mode,Sister of Night,0FFu40edk0VCjrsfLWZjcO,0.791,0.768,0.367,0.567,90.062
361,Depeche Mode,The Sun And The Rainfall,76yfcXu9VCEpAQLIa38dJ3,0.993,0.236,0.856,0.784,118.139
362,Doja Cat,Say So,3Dv1eDb0MEgF93GpLXlucZ,0.673,0.256,0.786,0.787,110.962
363,Echo & the Bunnymen,The Back of Love,6C7IqRhtNqn1pAdzEqaJrV,0.915,0.218,0.59,0.365,154.983
364,Franz Ferdinand,The Dark of the MatinÃ©e,,,,,,
365,Gorillaz,Kids With Guns,0eEgMbSzOHmkOeVuNC3E0k,0.475,0.000417,0.711,0.838,106.217
366,Joy Division,The Eternal - 2007 Remaster,7rLB8H9GIzlxgXxXVqQltR,0.474,0.745,0.327,0.507,109.574
367,Katy Perry,I Kissed a Girl,005lwxGU1tms6HGELIcUv9,0.76,0.00223,0.696,0.699,129.996
368,Linkin Park,Faint,4Yf5bqU3NK4kNOypcrLYwU,0.978,0.111,0.594,0.554,135.095
369,Linkin Park,Figure.09,3yE7LC2ZyNWsLRSXHb0J06,0.951,0.00919,0.537,0.518,98.068
370,Linkin Park,Somewhere I Belong,3agtg0x11wPvLIWkYR39nZ,0.951,0.00038,0.442,0.451,162.065
371,Linkin Park,With You,5uuXtfqM7Wp3idCxyHeOll,0.978,0.0037,0.359,0.421,196.921
372,Metallica,For Whom the Bell Tolls,51YZAJhOwIC5Gg3jMbAmhZ,0.86,0.00631,0.258,0.512,117.909
373,Neil Young,On the Beach,1Y8L4hT9CDJH6ROK2XGxgO,0.311,0.566,0.404,0.683,116.958
374,Oasis,Slide Away,1AvavliFQoc2l0ZCCWa5VG,0.943,0.000114,0.264,0.0657,190.555
375,Parks, Squares and Alleys,,,,,,
376,Radiohead,A Wolf at the Door. (It Girl. Rag Doll.),,,,,,
377,Radiohead,Creep,70LcF31zb1H0PyJoS1Sx1r,0.43,0.0097,0.104,0.515,91.844
378,Simon & Garfunkel,Baby Driver,5Bh8l8evdBSIoaK6EP1bWI,0.68,0.378,0.75,0.445,163.664
379,Slowdive,Avalyn II,2Ue894AYFKuHXCXbosikTS,0.566,0.00133,0.0392,0.106,82.548
380,Sunnyboys,Let You Go,,,,,,
381,Talking Heads,Memories Can't Wait,6ZkdsPHBRDlzK5VjWDgByG,0.521,0.00268,0.538,0.261,183.181
382,Talking Heads,Psycho Killer - 2005 Remaster,1i6N76fftMZhijOzFQ5ZtL,0.521,0.0707,0.942,0.721,123.118
383,Talking Heads,The Overload,4627xzFkr4qymUx03um6FX,0.39,0.671,0.0384,0.42,91.104
384,Tame Impala,Keep On Lying,2UYHP0RQqPFvue0Ygs5Amm,0.814,0.0783,0.658,0.485,123.997
385,The Cure,A Short Term Effect,4GiVSZ0UcbW0vzVMLnBdDT,0.836,0.00171,0.649,0.516,116.566
386,The Cure,Primary,6nm0hSPGUOJGSBcLeDlgFT,0.89,0.0185,0.898,0.496,171.442
387,The Cure,Secrets,55oC4vGPFA0QBBooQ2NHHl,0.348,0.0664,0.781,0.85,140.149
388,The Eagles,Witchy Woman,5FcpJxKATnCv9aEaBtue3f,0.821,0.0734,0.734,0.593,99.666
389,The Growlers,Monotonia,58uDCyprC3aa3x70fUv8dk,0.802,0.509,0.756,0.61,122.071
390,The Jesus and Mary Chain,Nine Million Rainy Days,77UPPPUsW9xaoA9rFYaJuO,0.729,0.00712,0.371,0.456,178.797
391,The Kinks,Sunny Afternoon,0DQqzCHlPyKQXfF8uL01SI,0.465,0.102,0.492,0.595,124.991
392,The Neighbourhood,Daddy Issues,5E30LdtzQTGqRvNd7l6kG5,0.521,0.0678,0.337,0.588,85.012
393,The Neighbourhood,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,0.807,0.0495,0.398,0.612,124.053
394,The Stone Roses,I Wanna Be Adored,758wEKVqfYopJIHYWdLVd4,0.862,0.0121,0.591,0.492,112.598
395,The Velvet Underground,Candy Says,2Vp0ue7NNLHFF6RKSdOEuN,0.0632,0.94,0.24,0.525,79.273
396,The Velvet Underground,Cool It Down,7tB0WAex7rPRsOz5ymMIxd,0.631,0.227,0.959,0.681,129.222
397,The Verve,Appalachian Springs,4HiicaYdlfP0gJFc4TonMA,0.554,0.119,0.212,0.269,142.893
398,Weyes Blood,Everyday,2VYqgye3Wf9ySE4qYM3iJn,0.57,0.269,0.423,0.483,112.975
399,Weyes Blood,Something to Believe,30TCAxiC8zVb5NVdUoUuCS,0.391,0.625,0.188,0.31,136.964
400,Whitesnake,Here I Go Again,1qOU8KzFifXE9YrgjVwYvc,0.823,0.0117,0.244,0.292,89.939
401,Andy Gibb,Shadow Dancing,3unwRUV5qbjMmH3NJtaODy,0.598,0.15,0.952,0.74,101.933
402,Arctic Monkeys,Mardy Bum,3geFzA6VBSNZUTmV3bCry6,0.599,0.0288,0.312,0.634,112.215
403,Billy Bragg,California Stars,38paDDziQ57k1f4VfKTeGk,0.736,0.422,0.723,0.622,110.24
404,Black Sabbath,Snowblind,5w091st8zPd8c01LFzTY8B,0.751,0.000196,0.604,0.435,116.956
405,Bloc Party,Helicopter,7vjzFWG4neQ9YYMN9yZ9hr,0.952,0.000139,0.398,0.47,170.058
406,BLV,Badunkadunk,3xrhNPGLAupkRWldQWtL1Y,0.704,0.0382,0.387,0.766,107.983
407,Bronski Beat,Smalltown Boy,5vmRQ3zELMLUQPo2FLQ76x,0.584,0.288,0.939,0.685,134.546
408,Cage the Elephant,Come a Little Closer,4sebUbjqbcgDSwG6PbSGI0,0.777,0.0265,0.306,0.44,148.027
409,Cocteau Twins,Five Ten Fiftyfold,18Rbm3tXY2aCqLwRQL9gHu,0.744,0.000115,0.164,0.308,90.02
410,Coldplay,Clocks,0BCPKOYdS2jbQ8iyB56Zns,0.749,0.599,0.255,0.577,130.97
411,Coldplay,Trouble,0R8P9KfGJCDULmlEoBagcO,0.546,0.189,0.195,0.565,139.757
412,Coldplay,X&Y,2rxp56vVQp1zzumJ0eHLmw,0.561,0.563,0.0818,0.225,153.24
413,Coldplay,Yellow,3AJwUDP919kvQ9QcozQPxg,0.661,0.00239,0.285,0.429,173.372
414,Daft Punk,Instant Crush (feat. Julian Casablancas),2cGxRwrMyEAp8dEbuZaVv6,0.585,0.0422,0.518,0.775,109.942
415,Depeche Mode,Sweetest Perfection,2YGFDRqaOnejsnTkKe4VKE,0.785,0.013,0.568,0.62,101.814
416,Depeche Mode,Useless,1BjWRLxcpNwVnjYWzhOTIF,0.649,0.015,0.739,0.617,94.144
417,Depeche Mode,Waiting for the Night,6KZaXNcnsHYWLT9b2Rdy6H,0.267,0.879,0.116,0.381,182.325
418,DIIV,Doused,4QDbzpmRA6atTEEE2W7j7k,0.868,0.0674,0.744,0.379,169.984
419,Dobri Isak,Ja znam da Äu propasti,,,,,,
420,Dua Lipa,Future Nostalgia,6zrJLhslleCHby0wbUnvVy,0.813,0.00618,0.859,0.875,114.993
421,Dua Lipa,Hallucinate,1nYeVF5vIBxMxfPoL0SIWg,0.69,0.033,0.627,0.627,122.053
422,Dua Lipa,Swan Song,5600nq7TiBraBX2jobyJ3l,0.821,0.00579,0.509,0.588,188.098
423,Echo & the Bunnymen,Turquoise Days,1KcyUwdidCGAmhCOftm0tw,0.334,0.00414,0.316,0.696,124.394
424,Fossils,Ekla Ghor,482EWxlRDv7Bt57tVulXJ5,0.527,0.238,0.283,0.666,138.038
425,Horsebeach,Andy,5Qnvk77y2MjhplaLVHPGku,0.657,0.0466,0.415,0.448,149.924
426,Joy Division,I Remember Nothing - 2007 Remaster,2DupCOA5GmL7xqhbGBYWiS,0.421,0.0548,0.302,0.398,144.708
427,Joy Division,Insight - 2007 Remaster,7oNu4gShXbbM1GBJtfJucq,0.476,0.0211,0.164,0.636,131.22
428,Joy Division,The Eternal,7rLB8H9GIzlxgXxXVqQltR,0.474,0.745,0.327,0.507,109.574
429,Linkin Park,Hit the Floor,5VYbLzAplnqPaGNpcf8qhZ,0.959,0.0629,0.878,0.74,150.007
430,Linkin Park,Runaway,6xtQ23d8GEXgcxyUKPtwc5,0.884,0.0142,0.446,0.636,109.16
431,Linkin Park,Shadow of the Day,0OYcEfskah1egYHjYRvbg1,0.393,0.00479,0.0641,0.534,110.007
432,Mac DeMarco,Go Easy,5FMu7ZbfPXmGeOU7FnGijE,0.785,0.287,0.534,0.332,152.609
433,Nine Inch Nails,Right Where It Belongs,586rOcAzOHkpJTA4POqO2c,0.362,0.979,0.223,0.458,139.879
434,Paul Weller,You Do Something to Me,2dINjMxChoALja13fOn99R,0.339,0.477,0.297,0.444,72.637
435,Pixies,Debaser,5cy5IStIn7OSHDEIgXeDyq,0.913,0.00015,0.539,0.489,135.756
436,Pixies,I Bleed,6t0WcSkO4tMUQ6rJrSbiST,0.572,0.098,0.443,0.411,96.909
437,Pixies,Wave of Mutilation,6DdqhtrLTNnOePpOm3OH7S,0.355,0.0951,0.725,0.642,180.26
438,Placebo,Nancy Boy,1ZOeXUr9ieWw80zs1T6pkp,0.958,0.000181,0.326,0.391,89.88
439,Porcupine Tree,Anesthetize,5buRmG2pBjM8HlZAWIud5d,0.693,0.0433,0.293,0.582,110.006
440,Porcupine Tree,Mellotron Scratch,6K5seGWP5M4lD5Kin2qwAT,0.565,0.264,0.133,0.526,80.959
441,Radiohead,My Iron Lung,0jyikFM0Umv0KlnrOEKtTG,0.859,0.0565,0.672,0.242,96.917
442,Radiohead,Paranoid Android,6LgJvl0Xdtc73RJ1mmpotq,0.848,0.0377,0.207,0.251,163.709
443,Radiohead,Pyramid Song,55q3Ro66yXWi9rsEddeEN4,0.336,0.786,0.0679,0.12,72.64
444,Rainbow,Catch the Rainbow,7FtRUrOEDUHTvenvp1BqZo,0.412,0.188,0.282,0.32,132.986
445,Robin Guthrie & Harold Budd,Snowfall,,,,,,
446,Scorpions,In Trance,40krsMoLE7zFQOIsdwJrZI,0.518,0.114,0.23,0.361,137.65
447,Slowdive,Blue Skied An' Clear (film remix),,,,,,
448,Slowdive,Lonesome Fools,,,,,,
449,Slowdive,Richard,,,,,,
450,Styx,Boat On The River,4o9DSo7c1ICv4CtFWFSmGx,0.407,0.264,0.484,0.432,175.642
451,Styx,Half-Penny,1zVhP8Q3RNV3WxQ5iyB1VX,0.603,0.00634,0.506,0.405,128.667
452,Talk Talk,Mirror Man - 1997 Remaster,1f3W0sebZPEHxlHepqlUek,0.671,0.153,0.723,0.698,108.668
453,Talking Heads,Air,6XvpjZugZzMHa2nZ1uPOka,0.681,0.0637,0.564,0.523,120.533
454,Talking Heads,Animals,1HgzFXodDkTxATcCu6ZxDq,0.661,0.222,0.898,0.631,114.973
455,Talking Heads,Cities,4jSSPIBpwdh1KpAYqZTJbC,0.867,0.0639,0.826,0.608,127.585
456,Talking Heads,Dancing for Money (unfinished outtake),7GMMJoDMIR5rrir3qHYQmw,0.649,0.484,0.881,0.79,121.773
457,Talking Heads,I Zimbra,2zdlkG9g5Mt0alUdqn7s3D,0.743,0.0751,0.93,0.67,113.883
458,Talking Heads,New Feeling,2pmytOddxLVaASHQqTH9LO,0.83,0.0147,0.964,0.789,128.482
459,Talking Heads,No Compassion - 2005 Remaster,6OnVsxDfoaJQhC3iyU15UN,0.647,0.181,0.718,0.557,130.687
460,Talking Heads,The Book I Read - 2005 Remaster,1WKEDO98nmcF1uYmMttw7B,0.704,0.107,0.734,0.6,125.065
461,The Cure,At Night,1kk0M1sx5CJBfOW7Du7s9g,0.357,0.00136,0.353,0.779,110.832
462,The Cure,The Funeral Party,6gGcWc6LFgAXVJWsN4iQgs,0.574,0.00158,0.313,0.373,161.499
463,The Cure,The Holy Hour,5lnYKVRAqa5pGz0dsHbG57,0.446,0.00677,0.838,0.873,115.081
464,The Smiths,Last Night I Dreamt That Somebody Loved Me - 2011 Remaster,17zN523CEjJWBGXrUb3xex,0.435,0.0249,0.0679,0.132,201.493
465,The Velvet Underground,I Found A Reason,63OJHHu2ambZAvdrvhdT2b,0.289,0.0619,0.335,0.424,77.941
466,The Weeknd,After Hours,2p8IUWQDrpjuFltbdgLOag,0.572,0.0811,0.143,0.664,108.959
467,Twenty One Pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,0.637,0.0462,0.648,0.734,169.977
468,Yellow Days,A Little While,1ahzHj4rfljE8w4ZwpEjOM,0.604,0.182,0.351,0.577,99.997
469,Arctic Monkeys,Black Treacle,3s4OT5Si1n9TFSNEPjNs0s,0.89,0.000821,0.525,0.343,100.061
470,Ariana Grande,Be Alright,6f5TuB9WtbA1g49A4DcMQ4,0.456,0.169,0.587,0.813,108.801
471,Ariana Grande,thank u,3e9HZxeyfWwjeyPAMmWSSQ,0.653,0.229,0.412,0.717,106.966
472,Billie Eilish,my strange addiction,3Tc57t9l2O8FwQZtQOvPXK,0.305,0.35,0.563,0.939,100.029
473,Blondie,Denis,3RIpoyYHjSTJtwoi5yHW1E,0.879,0.16,0.863,0.555,138.953
474,Blondie,Dreaming,2Rn7bVL1FVYboc4c55RUdg,0.92,0.0048,0.675,0.299,160.449
475,Chorus,Ucha Lamba Kad,3GAVREeCqJTAJsGEkTd3CL,0.832,0.0189,0.742,0.716,89.982
476,Chris Rea,The Road to Hell,3lGyt8enqenwyqXihI6AVr,0.623,0.000449,0.867,0.634,134.994
477,Cocteau Twins,Glass Candle Grenades,3p9OGmeESADZmeJEHUVnXV,0.637,1.5e-06,0.0401,0.177,116.648
478,Cocteau Twins,In the Gold Dust Rush,3cncUbvmRdvKS4PDUlXlOH,0.851,1.14e-05,0.183,0.466,110.105
479,Cocteau Twins,Multifoiled,3h6setmoTDWLBevLWuYJBn,0.813,0.000889,0.145,0.254,179.56
480,Cocteau Twins,My Love Paramour,5kVOIixeGiFGY8cvWsiGgZ,0.828,0.000141,0.262,0.432,88.488
481,Cocteau Twins,Sugar Hiccup,28gz2W2KMsn1QnvojoWPqv,0.866,7.62e-05,0.15,0.0999,169.427
482,Cocteau Twins,The Tinderbox (of a Heart),6VpO7nynqyaNGlIHJOQakW,0.888,0.00955,0.0524,0.488,110.171
483,Coldplay,Crests Of Waves,5ZMqdwtZvvNrpUUTijZem6,0.709,0.267,0.538,0.49,120.025
484,Current Joys,Kids,6ixkZ2Q9gQeh52C6GxbETg,0.66,0.508,0.904,0.827,113.449
485,Depeche Mode,Blue Dress,4pxzJlQsVjvjrtbTsey5vX,0.785,0.0914,0.386,0.422,187.58
486,Depeche Mode,Never Let Me Down Again,2H1BmB1b6Px9KJXIUpD03u,0.886,0.279,0.586,0.581,106.067
